"Delete image","Delete image"
Hidden,Hidden
"Item Title","Item Title"
"Item Url","Item Url"
"Item Short Description","Item Short Description"
"Item Status","Item Status"
Enable,Enable
"Place code below in the Page or Block which you want to display this banner","Place code below in the Page or Block which you want to display this banner"
"You must save this banner first to see the implement code.","You must save this banner first to see the implement code."
"Browse Files...","Browse Files..."
"Additional Settings","Additional Settings"
"Go to Vendor Page","Go to Vendor Page"
"Subscribe to RSS Feed","Subscribe to RSS Feed"
Root,Root
"Save Category","Save Category"
"Delete Category","Delete Category"
"New Subcategory","New Subcategory"
"New Root Category","New Root Category"
"Create Permanent Redirect for old URL","Create Permanent Redirect for old URL"
"Category Information","Category Information"
"Enable Category","Enable Category"
"Include In Menu","Include In Menu"
"Category Name","Category Name"
Content,Content
Design,Design
"Hide Product","Hide Product"
"Search Engine Optimization","Search Engine Optimization"
"URL Key","URL Key"
"This field is used to generate url for the category","This field is used to generate url for the category"
"Meta Title","Meta Title"
Keywords,Keywords
"Meta Keywords","Meta Keywords"
"Meta Description","Meta Description"
"Meta Data","Meta Data"
Position,Position
"Category Products","Category Products"
"Add Subcategory","Add Subcategory"
"Add New Category","Add New Category"
"Create Category","Create Category"
Catalog,Catalog
"Manage Categories","Manage Categories"
"New Category","New Category"
"Something went wrong while trying to delete the category.","Something went wrong while trying to delete the category."
"You deleted the category.","You deleted the category."
Categories,Categories
"Cannot create sub category.","Cannot create sub category."
"Category is not available for requested store.","Category is not available for requested store."
"There was a category move error. %1","There was a category move error. %1"
"There was a category move error.","There was a category move error."
"You moved the category","You moved the category"
"Attribute ""%1"" is required.","Attribute ""%1"" is required."
"You saved the category.","You saved the category."
"Something went wrong while saving the category.","Something went wrong while saving the category."
"Something went wrong while getting the image url.","Something went wrong while getting the image url."
"Sorry, but we can't find the new parent category you selected.","Sorry, but we can't find the new parent category you selected."
"Sorry, but we can't find the new category you selected.","Sorry, but we can't find the new category you selected."
"We can't move the category because the parent category name matches the child category name.","We can't move the category because the parent category name matches the child category name."
"Please enter name.","Please enter name."
"Can't delete root category.","Can't delete root category."
"Could not save product ""%1"" with position %2 to category %3","Could not save product ""%1"" with position %2 to category %3"
"Category does not contain specified product","Category does not contain specified product"
"Could not save product ""%product"" with position %position to category %category","Could not save product ""%product"" with position %position to category %category"
"Operation do not allow to move a parent category to any of children category","Operation do not allow to move a parent category to any of children category"
"Could not move category","Could not move category"
"Could not save category: %1","Could not save category: %1"
"Cannot delete category with id %1","Cannot delete category with id %1"
"Please correct the category.","Please correct the category."
"Must be category model instance or its id.","Must be category model instance or its id."
Category,Category
"The value specified in the URL Key field would generate a URL that already exists.To resolve this conflict, you can either change the value of the URL Key field (located in the Search Engine Optimization section) to a unique value, or change the Request Path fields","The value specified in the URL Key field would generate a URL that already exists.To resolve this conflict, you can either change the value of the URL Key field (located in the Search Engine Optimization section) to a unique value, or change the Request Path fields"
"2 Columns with Left","2 Columns with Left"
"1 Column","1 Column"
"Vertical Menu","Vertical Menu"
"Horizontal Menu","Horizontal Menu"
"The value specified in the URL Key field would generate a URL that already exists in Category.","The value specified in the URL Key field would generate a URL that already exists in Category."
"All Websites","All Websites"
"All Group","All Group"
"WYSIWYG Editor","WYSIWYG Editor"
"New Vendor Category","New Vendor Category"
"Vendor Categories","Vendor Categories"
"If there are no custom parent categories, please use the default parent category. You can reassign the category at any time in <a href=""%1"" target=""_blank"">Products &gt; Categories</a>.","If there are no custom parent categories, please use the default parent category. You can reassign the category at any time in <a href=""%1"" target=""_blank"">Products &gt; Categories</a>."
item,item
items,items
"Now Shopping by","Now Shopping by"
Remove,Remove
"Remove This Item","Remove This Item"
"Shop By","Shop By"
"Clear All","Clear All"
"Shopping Options","Shopping Options"
"Are you sure you want to delete this category?","Are you sure you want to delete this category?"
"ID: %1","ID: %1"
"This operation can take a long time","This operation can take a long time"
"Collapse All","Collapse All"
"Expand All","Expand All"
"Please confirm site switching. All data that hasn't been saved will be lost.","Please confirm site switching. All data that hasn't been saved will be lost."
None,None
"-- Please Select --","-- Please Select --"
"All Pages","All Pages"
"All Product Types","All Product Types"
Container,Container
"Specific %1","Specific %1"
"Open Chooser","Open Chooser"
"Attribute Set","Attribute Set"
"Manage Frontend Applications","Manage Frontend Applications"
"Add Application","Add Application"
Choose...,Choose...
Close,Close
"Not Selected","Not Selected"
"Application ""%1""","Application ""%1"""
"New Application","New Application"
"Custom Layouts","Custom Layouts"
"Page Layouts","Page Layouts"
"Frontend Application Properties","Frontend Application Properties"
"Application Title","Application Title"
"Sort Order of application in the same container","Sort Order of application in the same container"
"Layout Updates","Layout Updates"
"Add Layout Update","Add Layout Update"
"Remove Layout Update","Remove Layout Update"
"Frontend Application Options","Frontend Application Options"
"Frontend Application","Frontend Application"
"Please specify a Application Type.","Please specify a Application Type."
"App Block ID","App Block ID"
"Block ID","Block ID"
"Save Block","Save Block"
"Edit Block '%1'","Edit Block '%1'"
"New Block","New Block"
"Delete Page","Delete Page"
"Block Configuration","Block Configuration"
"Block Information","Block Information"
"Manage Pages","Manage Pages"
"Add New Page","Add New Page"
"Save Page","Save Page"
"Edit Page '%1'","Edit Page '%1'"
"New Page","New Page"
"Content Heading","Content Heading"
"Page Layout","Page Layout"
Layout,Layout
"Page Information","Page Information"
"Page Title","Page Title"
"Relative to Web Site Base URL","Relative to Web Site Base URL"
"Page Status","Page Status"
"Store View","Store View"
Created,Created
Modified,Modified
"Media Storage","Media Storage"
"Create Folder","Create Folder"
"Delete Folder","Delete Folder"
"Delete File","Delete File"
"Insert File","Insert File"
"New Folder Name:","New Folder Name:"
"Are you sure you want to delete this folder?","Are you sure you want to delete this folder?"
"Are you sure you want to delete this file?","Are you sure you want to delete this file?"
"Images (%1)","Images (%1)"
"Vendor Root","Vendor Root"
CMS,CMS
"You can't access this App.","You can't access this App."
"Please specify a correct application.","Please specify a correct application."
"You can't delete this App.","You can't delete this App."
"The CMS Application has been deleted.","The CMS Application has been deleted."
"New Frontend Application","New Frontend Application"
"Frontend Applications","Frontend Applications"
"CMS Frontend Applications","CMS Frontend Applications"
"The application has been saved.","The application has been saved."
"You can't delete this Block.","You can't delete this Block."
"You deleted the block.","You deleted the block."
"Manage Blocks","Manage Blocks"
"This block no longer exists.","This block no longer exists."
"You can't access this Block.","You can't access this Block."
Blocks,Blocks
"Vendor CMS","Vendor CMS"
"You saved the block.","You saved the block."
"You can't delete this Page.","You can't delete this Page."
"The page has been deleted.","The page has been deleted."
"We can't find a page to delete.","We can't find a page to delete."
"This page no longer exists.","This page no longer exists."
"You can't access this Page.","You can't access this Page."
"Edit Page","Edit Page"
Pages,Pages
"A total of %1 record(s) have been disabled.","A total of %1 record(s) have been disabled."
"A total of %1 record(s) have been enabled.","A total of %1 record(s) have been enabled."
"To apply changes you should fill in hidden required ""%1"" field","To apply changes you should fill in hidden required ""%1"" field"
"You saved the page.","You saved the page."
"The directory %1 is not writable by server.","The directory %1 is not writable by server."
"We cannot create the application because it is missing required information.","We cannot create the application because it is missing required information."
name,name
description,description
"Specified Page","Specified Page"
"Make sure that static block content does not reference the block itself.","Make sure that static block content does not reference the block itself."
%1,%1
"Select Blocks","Select Blocks"
"Insert Block...","Insert Block..."
"CMS Block with id ""%1"" does not exist.","CMS Block with id ""%1"" does not exist."
"Role with id ""%1"" does not exist.","Role with id ""%1"" does not exist."
"-- Please select a Page --","-- Please select a Page --"
"CMS Page with id ""%1"" does not exist.","CMS Page with id ""%1"" does not exist."
"Could not delete the page: %1","Could not delete the page: %1"
"The block identifier must be changed.It can't same with others page identifier's.","The block identifier must be changed.It can't same with others page identifier's."
"The page URL key contains capital letters or disallowed symbols.","The page URL key contains capital letters or disallowed symbols."
"The page URL key cannot be made of only numbers.","The page URL key cannot be made of only numbers."
"The page identifier must be changed.It can't same with others page identifier's.","The page identifier must be changed.It can't same with others page identifier's."
"Please choose a condition to add.","Please choose a condition to add."
"Conditions Combination","Conditions Combination"
"Product Attribute","Product Attribute"
"We can't delete root directory %1 right now.","We can't delete root directory %1 right now."
"Directory %1 is not under storage root path.","Directory %1 is not under storage root path."
"Please rename the folder using only letters, numbers, underscores and dashes.","Please rename the folder using only letters, numbers, underscores and dashes."
"We found a directory with the same name. Please try another folder name.","We found a directory with the same name. Please try another folder name."
"We cannot create a new directory.","We cannot create a new directory."
"We cannot delete directory %1.","We cannot delete directory %1."
"The value specified in the URL Key field would generate a URL that already exists in CMS Page.","The value specified in the URL Key field would generate a URL that already exists in CMS Page."
"Delete ""${ $.$data.title }""","Delete ""${ $.$data.title }"""
"Are you sure you wan't to delete a ""${ $.$data.title }"" record?","Are you sure you wan't to delete a ""${ $.$data.title }"" record?"
"New Products","New Products"
Availability,Availability
"Welcome, %1!","Welcome, %1!"
"Implementation code","Implementation code"
"You need to save this app before you can see the implementation code.","You need to save this app before you can see the implementation code."
px.,px.
"No files found","No files found"
"Product data is not valid","Product data is not valid"
"Add Option","Add Option"
"Manage Commission Rules","Manage Commission Rules"
"Add new Rule","Add new Rule"
"Edit Rule '%1'","Edit Rule '%1'"
"Rule Information","Rule Information"
"Calculate Commission Using The Following Information","Calculate Commission Using The Following Information"
"Commission By","Commission By"
"Fixed Amount","Fixed Amount"
"Percent Of Product Price","Percent Of Product Price"
"Calculate Commission Based On","Calculate Commission Based On"
"Product Price (Incl. Tax)","Product Price (Incl. Tax)"
"Product Price (Excl. Tax)","Product Price (Excl. Tax)"
"Product Price After Discount (Incl. Tax)","Product Price After Discount (Incl. Tax)"
"Product Price After Discount (Excl. Tax)","Product Price After Discount (Excl. Tax)"
Commission,Commission
"Discard subsequent rules","Discard subsequent rules"
Conditions,Conditions
"Conditions (don't add conditions if rule is applied to all products)","Conditions (don't add conditions if rule is applied to all products)"
"General Information","General Information"
"Rule Name","Rule Name"
Active,Active
Inactive,Inactive
Websites,Websites
"Seller Groups","Seller Groups"
Priority,Priority
"Commission Rule","Commission Rule"
"You deleted the commission rule.","You deleted the commission rule."
"New Commission Rule","New Commission Rule"
"Edit Commission Rule","Edit Commission Rule"
Sellers,Sellers
"Manage  Commission Rules","Manage  Commission Rules"
"Wrong rule specified.","Wrong rule specified."
"You saved the commission rule.","You saved the commission rule."
"Manage Pending Config","Manage Pending Config"
"Review config changes from vendor '%1'","Review config changes from vendor '%1'"
"Config Changes","Config Changes"
"This change no longer exists.","This change no longer exists."
"Update of %1 is approved","Update of %1 is approved"
"The change is approved.","The change is approved."
"This vendor no longer exists.","This vendor no longer exists."
"Manage Seller Config Changes","Manage Seller Config Changes"
"Manage Pending Configurations","Manage Pending Configurations"
"Update of %1 is rejected","Update of %1 is rejected"
"The change is rejected.","The change is rejected."
"You save the change request.","You save the change request."
"The value of this field is changed but it has not been approved yet.","The value of this field is changed but it has not been approved yet."
"Current working value is: %1","Current working value is: %1"
"Your update for this field is rejected.","Your update for this field is rejected."
"Config Approval","Config Approval"
"There is a pending vendor config awaiting for your approval.<br /><a href=""%1"">Click here</a> to review the pending configurations.","There is a pending vendor config awaiting for your approval.<br /><a href=""%1"">Click here</a> to review the pending configurations."
"There are <strong>%1</strong> pending vendor configs awaiting for your approval.<br /><a href=""%2"">Click here</a> to review the pending configurations.","There are <strong>%1</strong> pending vendor configs awaiting for your approval.<br /><a href=""%2"">Click here</a> to review the pending configurations."
"Section: %1","Section: %1"
Field,Field
"Current Value","Current Value"
"New Value","New Value"
Reject,Reject
Rejected,Rejected
"Reject Change","Reject Change"
"Please enter the reason.","Please enter the reason."
"Save Config","Save Config"
"Use Default","Use Default"
"Use Website","Use Website"
"You saved the configuration.","You saved the configuration."
"Something went wrong while saving this configuration:","Something went wrong while saving this configuration:"
"The file you're uploading exceeds the server size limit of %1 kilobytes.","The file you're uploading exceeds the server size limit of %1 kilobytes."
"The base directory to upload file is not specified.","The base directory to upload file is not specified."
"The value field is wrong format.","The value field is wrong format."
"The content file is wrong.","The content file is wrong."
"Cant not upload file. Please try again","Cant not upload file. Please try again"
"The document content must be valid base64 encoded data.","The document content must be valid base64 encoded data."
"The document MIME type is not valid or not supported.","The document MIME type is not valid or not supported."
"Provided document name contains forbidden characters.","Provided document name contains forbidden characters."
"The document content is not valid.","The document content is not valid."
"Cannot recognize document extension.","Cannot recognize document extension."
"Store View:","Store View:"
"Stores Configuration","Stores Configuration"
"Please confirm scope switching. All data that hasn't been saved will be lost.","Please confirm scope switching. All data that hasn't been saved will be lost."
"Add after","Add after"
"Current Configuration Scope:","Current Configuration Scope:"
Stores,Stores
"Edit Coupon '%1'","Edit Coupon '%1'"
"Save Coupon","Save Coupon"
"Delete Coupon","Delete Coupon"
"Coupon Information","Coupon Information"
"Coupon Code","Coupon Code"
"Usage Limit","Usage Limit"
"Leave zero or blank for unlimited.","Leave zero or blank for unlimited."
"Time Used","Time Used"
"Discount Action","Discount Action"
"Buy X","Buy X"
"Discount Amount","Discount Amount"
Orders,Orders
"Seller Coupons","Seller Coupons"
"You canceled the coupon code ""%1"".","You canceled the coupon code ""%1""."
"We cannot cancel the coupon code.","We cannot cancel the coupon code."
"The coupon is not available !","The coupon is not available !"
"The coupon %1 is deleted successfully!","The coupon %1 is deleted successfully!"
"Manage Coupons","Manage Coupons"
"Invalid data provided","Invalid data provided"
"%1 coupon(s) have been generated.","%1 coupon(s) have been generated."
"Something went wrong while generating coupons. Please review the log and try again.","Something went wrong while generating coupons. Please review the log and try again."
"The coupon is saved!","The coupon is saved!"
"We cannot create the requested Coupon Qty. Please check your settings and try again.","We cannot create the requested Coupon Qty. Please check your settings and try again."
"The shopping cart is not eligible to use the coupon code ""%1"".","The shopping cart is not eligible to use the coupon code ""%1""."
"Could not apply coupon code","Could not apply coupon code"
"You used coupon code ""%1"".","You used coupon code ""%1""."
"You don't have permission to access this page.","You don't have permission to access this page."
"Apply Discount Code","Apply Discount Code"
"Enter discount code","Enter discount code"
"Apply Discount","Apply Discount"
"Generate Coupons","Generate Coupons"
"Code Prefix","Code Prefix"
Generate,Generate
"Vendor with id ""%customer_id"" does not exist.","Vendor with id ""%customer_id"" does not exist."
"The current vendor isn't authorized.","The current vendor isn't authorized."
"Amount or Method must be not null","Amount or Method must be not null"
"currentPage value must be greater than 0.","currentPage value must be greater than 0."
"pageSize value must be greater than 0.","pageSize value must be greater than 0."
"currentPage value %1 specified is greater than the %2 page(s) available.","currentPage value %1 specified is greater than the %2 page(s) available."
Release,Release
"Escrow Transaction '#%1'","Escrow Transaction '#%1'"
"Escrow Transaction","Escrow Transaction"
"Invoice #","Invoice #"
"Marketplace Commission","Marketplace Commission"
"Invoice Id","Invoice Id"
CSV,CSV
XML,XML
"Escrow Transactions","Escrow Transactions"
Method,Method
Fee,Fee
"Net Amount","Net Amount"
"Withdrawal Requests","Withdrawal Requests"
"Mark as Completed","Mark as Completed"
"Cancel Withdrawal Request","Cancel Withdrawal Request"
"Withdrawal Request '%1'","Withdrawal Request '%1'"
"Withdrawal Request","Withdrawal Request"
"Updated At","Updated At"
"Transaction Reference","Transaction Reference"
"Reason For","Reason For"
"Additional Info","Additional Info"
"The pending transaction is not exist.","The pending transaction is not exist."
"The pending credit is canceled.","The pending credit is canceled."
"A total of %1 record(s) have been canceled.","A total of %1 record(s) have been canceled."
"A total of %1 record(s) have been released.","A total of %1 record(s) have been released."
"The pending credit is released.","The pending credit is released."
"The escrow transaction is not exist.","The escrow transaction is not exist."
"View Escrow Transaction","View Escrow Transaction"
"This Seller no longer exists.","This Seller no longer exists."
Credit,Credit
"The withdrawal request is not exist.","The withdrawal request is not exist."
"The withdrawal request has been canceled.","The withdrawal request has been canceled."
"The withdrawal request has been completed.","The withdrawal request has been completed."
"All Withdrawal Requests","All Withdrawal Requests"
"Pending Withdrawal Requests","Pending Withdrawal Requests"
"View Withdrawal","View Withdrawal"
Sales,Sales
Transactions,Transactions
"Withdrawal method is not valid.","Withdrawal method is not valid."
"Withdrawal method is not available.","Withdrawal method is not available."
"You need to enter all of your %1 info to use this method.","You need to enter all of your %1 info to use this method."
"Withdraw Funds","Withdraw Funds"
"You need to enter your %1 info to use this method.","You need to enter your %1 info to use this method."
"Your withdrawal amount must be less than your balance amount.","Your withdrawal amount must be less than your balance amount."
"Your withdrawal amount must be greater than zero","Your withdrawal amount must be greater than zero"
"Your withdrawal amount must be between %1 - %2","Your withdrawal amount must be between %1 - %2"
"Withdrawal History","Withdrawal History"
"The withdrawal request is not valid.","The withdrawal request is not valid."
Withdraw,Withdraw
"View Withdrawal Request","View Withdrawal Request"
"The params is not valid.","The params is not valid."
Review,Review
"Your withdrawal request has been submited.","Your withdrawal request has been submited."
"Escrow cron is ran","Escrow cron is ran"
"Escrow transaction #%1 is released","Escrow transaction #%1 is released"
"Model is not defined in the withdrawal method %1","Model is not defined in the withdrawal method %1"
"Item Commission","Item Commission"
"Commission of order #%1, item %2 x %3","Commission of order #%1, item %2 x %3"
"Order Payment","Order Payment"
"Credit from order #%1, invoice #%2","Credit from order #%1, invoice #%2"
"Refund Commission","Refund Commission"
"Refund Commission of order #%1, item %2 x %3","Refund Commission of order #%1, item %2 x %3"
"Refund Order","Refund Order"
"Refund order #%1, Creditmemo #%2","Refund order #%1, Creditmemo #%2"
"Refund spent credit(s) from order #%1","Refund spent credit(s) from order #%1"
"Withdraw Money","Withdraw Money"
"Can not cancel this transaction.","Can not cancel this transaction."
"Can not release this transaction.","Can not release this transaction."
Fixed,Fixed
Percent,Percent
Completed,Completed
Canceled,Canceled
"Can not cancel this withdrawal request.","Can not cancel this withdrawal request."
"Can not complete this withdrawal request.","Can not complete this withdrawal request."
"Method code of '%1' is not defined.","Method code of '%1' is not defined."
%1%,%1%
Withdrawal,Withdrawal
"There is a withdrawal request awaiting for your approval.<br /><a href=""%1"">Click here</a> to review the request.","There is a withdrawal request awaiting for your approval.<br /><a href=""%1"">Click here</a> to review the request."
"Seller Review","Seller Review"
"There are %1 withdrawal requests awaiting for your approval.<br /><a href=""%2"">Click here</a> to review the requests.","There are %1 withdrawal requests awaiting for your approval.<br /><a href=""%2"">Click here</a> to review the requests."
"Seller Dashboard","Seller Dashboard"
"The commission is calculated after the invoice is created for this item.","The commission is calculated after the invoice is created for this item."
"Your balance","Your balance"
"%1 fee is taken","%1 fee is taken"
"Withdrawal Amount","Withdrawal Amount"
"Your withdrawal amount must be greater than or equal %1","Your withdrawal amount must be greater than or equal %1"
"Paypal Email Account","Paypal Email Account"
"Your Bank Info","Your Bank Info"
"Bank Name:","Bank Name:"
"SWIFT Code:","SWIFT Code:"
"Account Holder:","Account Holder:"
"Account Number:","Account Number:"
Attribute,Attribute
Value,Value
"Personal Information","Personal Information"
"You can add the content here by adding a Static block with id %1","You can add the content here by adding a Static block with id %1"
"Login Information","Login Information"
"Password Strength","Password Strength"
"No Password","No Password"
"Confirm Password","Confirm Password"
"Previous Step","Previous Step"
"Next Step","Next Step"
"Create Seller Account","Create Seller Account"
"Add Theme","Add Theme"
"Save Theme","Save Theme"
"Add Config Sections","Add Config Sections"
"Edit Theme '%s'","Edit Theme '%s'"
"New Theme","New Theme"
"Theme Information","Theme Information"
"Theme Configuration","Theme Configuration"
"Base Theme","Base Theme"
"Preview Image","Preview Image"
"Home Page","Home Page"
"Default Home Content","Default Home Content"
"Layout Update XML","Layout Update XML"
Theme,Theme
"Reset to default","Reset to default"
"Edit Theme #%s","Edit Theme #%s"
"Home Content","Home Content"
Marketplace,Marketplace
"Wrong theme specified.","Wrong theme specified."
"POST data is not valid.","POST data is not valid."
"The theme has been deleted.","The theme has been deleted."
"This theme no longer exists.","This theme no longer exists."
"Manage Vendor Theme","Manage Vendor Theme"
"Edit Theme","Edit Theme"
"Manage Theme","Manage Theme"
"You saved the theme.","You saved the theme."
"%1's home page","%1's home page"
"The theme is no longer available","The theme is no longer available"
"Customize Theme","Customize Theme"
"Something went wrong","Something went wrong"
"The theme is reset to default.","The theme is reset to default."
"The theme is saved.","The theme is saved."
"-- Please Select -- ","-- Please Select -- "
"Warning !","Warning !"
"You are not allowed to access this feature.","You are not allowed to access this feature."
"Section Name","Section Name"
"-- Select a Tab --","-- Select a Tab --"
"Add a configuration section.","Add a configuration section."
"Add Section","Add Section"
"Toggle Nav","Toggle Nav"
"Select a Theme","Select a Theme"
"Default Theme","Default Theme"
"Period must not null.","Period must not null."
Bestseller,Bestseller
Quantity,Quantity
Amounts,Amounts
"Vendor Data","Vendor Data"
"Most Viewed Products","Most Viewed Products"
Views,Views
"Last Orders","Last Orders"
"Purchased Date","Purchased Date"
"Credit Amount","Credit Amount"
Credits,Credits
"Recently Added Products","Recently Added Products"
"Seller Panel","Seller Panel"
Dashboard,Dashboard
"Lifetime Sales","Lifetime Sales"
"Average Orders","Average Orders"
"Total Products","Total Products"
"Pending Credit","Pending Credit"
"We couldn't find any records.","We couldn't find any records."
"View All Products","View All Products"
"Credits Received","Credits Received"
"Credits Spent","Credits Spent"
"%1 - About Us","%1 - About Us"
"Vendor Domains","Vendor Domains"
"Your domain %1 is %2","Your domain %1 is %2"
approved,approved
"marked as pending","marked as pending"
unapproved,unapproved
"Pending Domains","Pending Domains"
"%1 - Refund Policies","%1 - Refund Policies"
"%1 - Shipping Policies","%1 - Shipping Policies"
"The domain is already in used by another seller.","The domain is already in used by another seller."
"Please enter your domain","Please enter your domain"
SERVER_NAME,SERVER_NAME
HTTP_HOST,HTTP_HOST
"Custom Param","Custom Param"
"Sub folder","Sub folder"
"Sub Domain","Sub Domain"
"Your own domain","Your own domain"
"Error occurred when saving coupon: %1","Error occurred when saving coupon: %1"
Approved,Approved
"This page does not exist for vendor","This page does not exist for vendor"
"Vendor Domain Approval","Vendor Domain Approval"
"There is a vendor domain awaiting for your approval.<br /><a href=""%1"">Click here</a> to review the domain.","There is a vendor domain awaiting for your approval.<br /><a href=""%1"">Click here</a> to review the domain."
"There are <strong style=""color: #ef672f"">%1</strong> vendor domains awaiting for your approval.<br /><a href=""%2"">Click here</a> to review the domains.","There are <strong style=""color: #ef672f"">%1</strong> vendor domains awaiting for your approval.<br /><a href=""%2"">Click here</a> to review the domains."
"Product is not loaded","Product is not loaded"
About,About
"Not available","Not available"
"Refund Policies","Refund Policies"
"Shipping Policies","Shipping Policies"
your-identifier,your-identifier
"We will check and add your domain as soon as possible.","We will check and add your domain as soon as possible."
www.yourdomain.com,www.yourdomain.com
"We will check and setup your domain as soon as possible. Make sure you have changed DNS records of your domain to point to our server.","We will check and setup your domain as soon as possible. Make sure you have changed DNS records of your domain to point to our server."
"How to change domain DNS?","How to change domain DNS?"
"Use Secure URLs","Use Secure URLs"
"""input"" value should be specified","""input"" value should be specified"
"vendor_id value should be specified","vendor_id value should be specified"
"Vendor id is already in used","Vendor id is already in used"
"The attribute model is not defined.","The attribute model is not defined."
"There is no data to process","There is no data to process"
"Can not delete the image: %1","Can not delete the image: %1"
Media,Media
"Manage Images","Manage Images"
Uploader,Uploader
"Add files ...","Add files ..."
Stop,Stop
"Images Queue","Images Queue"
"File name","File name"
"File size","File size"
"There is no item found.","There is no item found."
"There is no error.","There is no error."
"Allowed file types: %1.","Allowed file types: %1."
Images,Images
"In this page you can manage all of your images that will be used anywhere in your store.","In this page you can manage all of your images that will be used anywhere in your store."
"images found","images found"
"(%1 selected) ","(%1 selected) "
of,of
"There is no image found.","There is no image found."
"Notification id must be greater than 0.","Notification id must be greater than 0."
Notifications,Notifications
"The notification is not exist !","The notification is not exist !"
"You have %1 unread notifications","You have %1 unread notifications"
"You have %1 new notification","You have %1 new notification"
"Mark all as read","Mark all as read"
"You have no notification","You have no notification"
"View all","View all"
"File validation failed.","File validation failed."
"You can't delete this Template.","You can't delete this Template."
"Template successfully deleted.","Template successfully deleted."
"An error occurred while trying to delete this template.","An error occurred while trying to delete this template."
Templates,Templates
"Unable to upload image.","Unable to upload image."
"Template was successfully saved.","Template was successfully saved."
"A required field is missing.","A required field is missing."
"A template with this name already exists.","A template with this name already exists."
"Unable to get properties from image.","Unable to get properties from image."
"Delete %1?","Delete %1?"
"Are you sure you want to permanently delete template %1?","Are you sure you want to permanently delete template %1?"
"Page Name","Page Name"
"Page with ID: %s doesn't exist","Page with ID: %s doesn't exist"
"ID: %s","ID: %s"
"Product Name or SKU","Product Name or SKU"
"Start typing to find products","Start typing to find products"
"Product with ID: %s doesn't exist","Product with ID: %s doesn't exist"
"Items (%1)","Items (%1)"
"Vendor's home page","Vendor's home page"
"%1's items","%1's items"
Top,Top
Left,Left
"View All %1 Items","View All %1 Items"
"Refund Policy","Refund Policy"
"Shipping Policy","Shipping Policy"
"Scroll To Top","Scroll To Top"
"Select and Sell","Select and Sell"
"Save Product","Save Product"
"Save & Submit for Approval","Save & Submit for Approval"
"Select And Sell","Select And Sell"
"This product no longer exists.","This product no longer exists."
"Manage Products","Manage Products"
"Default Values","Default Values"
"Unable to save product","Unable to save product"
"You saved the product.","You saved the product."
"SKU for product %1 has been changed to %2.","SKU for product %1 has been changed to %2."
"The product from first vendor who created it","The product from first vendor who created it"
"The lowest price product","The lowest price product"
"Sell This Product","Sell This Product"
"New Option","New Option"
"Bundle Items","Bundle Items"
"Add configurable attributes to the current Attribute Set (""%1"")","Add configurable attributes to the current Attribute Set (""%1"")"
"Add configurable attributes to the existing Attribute Set","Add configurable attributes to the existing Attribute Set"
"Choose existing Attribute Set","Choose existing Attribute Set"
"Save & New","Save & New"
"Save & Duplicate","Save & Duplicate"
"Save & Close","Save & Close"
"Configuration must have specified attributes","Configuration must have specified attributes"
"Choose Affected Attribute Set","Choose Affected Attribute Set"
"Add configurable attributes to the current Attribute Set","Add configurable attributes to the current Attribute Set"
Confirm,Confirm
"New Attribute Set Name","New Attribute Set Name"
"Associated Products","Associated Products"
"Choose an Option...","Choose an Option..."
"Step 2: Attribute Values","Step 2: Attribute Values"
"Select values from each attribute to include in this product. Each unique combination of values creates a unigue product SKU.","Select values from each attribute to include in this product. Each unique combination of values creates a unigue product SKU."
"Sort Variations","Sort Variations"
Options,Options
"Select All","Select All"
"Deselect All","Deselect All"
"Remove Attribute","Remove Attribute"
"Save Option","Save Option"
"Remove Option","Remove Option"
"Step 3: Bulk Images, Price and Quantity","Step 3: Bulk Images, Price and Quantity"
"Based on your selections %1 new products will be created. Use this step to customize images and price for your new products.","Based on your selections %1 new products will be created. Use this step to customize images and price for your new products."
"Apply single set of images to all SKUs","Apply single set of images to all SKUs"
"Apply unique images by attribute to each SKU","Apply unique images by attribute to each SKU"
"Skip image uploading at this time","Skip image uploading at this time"
"Remove image","Remove image"
"Alt Text","Alt Text"
Role,Role
"Image Size","Image Size"
{size},{size}
"Image Resolution","Image Resolution"
"{width}^{height} px","{width}^{height} px"
"Hide from Product Page","Hide from Product Page"
"Select attribute","Select attribute"
Select,Select
"Apply single price to all SKUs","Apply single price to all SKUs"
"Apply unique prices by attribute to each SKU","Apply unique prices by attribute to each SKU"
"Skip price at this time","Skip price at this time"
"Apply single quantity to each SKUs","Apply single quantity to each SKUs"
"Apply unique quantity by attribute to each SKU","Apply unique quantity by attribute to each SKU"
"Skip quantity at this time","Skip quantity at this time"
"Step 1: Select Attributes","Step 1: Select Attributes"
"Selected Attributes:","Selected Attributes:"
"Step 4: Summary","Step 4: Summary"
"Something went wrong while getting the requested content.","Something went wrong while getting the requested content."
"Downloadable Information","Downloadable Information"
"To enable the option set the weight to no","To enable the option set the weight to no"
"Is this downloadable Product?","Is this downloadable Product?"
Links,Links
"Links can be purchased separately","Links can be purchased separately"
"Alphanumeric, dash and underscore characters are recommended for filenames. Improper characters are replaced with '_'.","Alphanumeric, dash and underscore characters are recommended for filenames. Improper characters are replaced with '_'."
"Add Link","Add Link"
File,File
Sample,Sample
Shareable,Shareable
"Max. Downloads","Max. Downloads"
Unlimited,Unlimited
Samples,Samples
sample,sample
U,U
"Missing key %1 in product data","Missing key %1 in product data"
